id_code,area,year,month,T1_absmax,T2_absmax,T3_absmax,T4_absmax,T1_mean,T1_absmin,T1_meanmax,T1_meanmin,T2_mean,T2_absmin,T2_meanmax,T2_meanmin,T3_mean,T3_absmin,T3_meanmax,T3_meanmin,T4_mean,T4_absmin,T4_meanmax,T4_meanmin,pisr,moist_med,hydro_year,snow_days,altitude,canopy_cover2m_10m,tpi100,water_prop_500m,wetland_prop_100m
MAL061,MAL,2020,7,14.895,16.55,16.18,NA,9.3,1.06,12.34,6.78,8.83,-0.2,14,5.01,8.54,-0.32,13.06,5.12,NA,NA,NA,NA,24382,17.44,2020,241,931.19,0,2.68,1,0
MAL061,MAL,2020,8,14.5,16.3,15.55,NA,8.33,0.94,11.04,6.12,7.76,-2.7,13.2,3.75,7.53,-2.07,12.25,3.81,NA,NA,NA,NA,17057,17.88,2020,241,931.19,0,2.68,1,0
MAL061,MAL,2020,9,7.62,8.42,8.18,NA,2.76,-0.62,4.12,1.72,2.6,-5.89,6.16,0.18,2.6,-5.7,5.62,0.35,NA,NA,NA,NA,8793,20.59,2020,241,931.19,0,2.68,1,0
MAL061,MAL,2020,10,4.44,5.17,5.18,NA,0.32,-3.88,0.86,-0.18,-1.28,-10.33,0.25,-2.57,-1.94,-10.26,-0.37,-3.2,NA,NA,NA,NA,2417,20.12,2020,241,931.19,0,2.68,1,0
MAL062,MAL,2019,11,-2.51,-2.77,-3.25,NA,-4.06,-7.64,-3.79,-4.33,-5.89,-13.71,-5.04,-6.88,-9.33,-25.5,-6.94,-12.7,NA,NA,NA,NA,175,18.5,2020,248,922.09,0,-0.43,1,0
MAL062,MAL,2019,12,-2.39,-2.65,-3.25,NA,-2.73,-3.76,-2.65,-2.82,-3.41,-5.52,-3.23,-3.61,-5.09,-10.75,-4.56,-5.67,NA,NA,NA,NA,0,18.5,2020,248,922.09,0,-0.43,1,0
MAL062,MAL,2020,1,-1.89,-2.15,-2.75,NA,-2.08,-2.33,-2.05,-2.1,-2.44,-2.9,-2.4,-2.48,-3.28,-4.12,-3.19,-3.37,NA,NA,NA,NA,0,18.71,2020,248,922.09,0,-0.43,1,0
MAL062,MAL,2020,2,-2.14,-2.4,-2.94,NA,-2.3,-2.39,-2.29,-2.32,-2.65,-2.9,-2.63,-2.68,-3.43,-4.06,-3.39,-3.49,NA,NA,NA,NA,1014,18.71,2020,248,922.09,0,-0.43,1,0
MAL062,MAL,2020,3,-2.14,-2.27,-2.62,NA,-2.4,-2.58,-2.38,-2.41,-2.68,-3.02,-2.66,-2.71,-3.33,-3.88,-3.29,-3.37,NA,NA,NA,NA,5885,18.71,2020,248,922.09,0,-0.43,1,0
MAL062,MAL,2020,4,-1.95,-2.02,-2.25,NA,-2.24,-2.39,-2.22,-2.26,-2.41,-2.71,-2.39,-2.44,-2.85,-3.38,-2.81,-2.89,NA,NA,NA,NA,14044,18.71,2020,248,922.09,0,-0.43,1,0
MAL062,MAL,2020,5,-0.39,-0.21,-0.25,NA,-1.46,-1.89,-1.41,-1.49,-1.47,-2.02,-1.42,-1.5,-1.63,-2.25,-1.58,-1.68,NA,NA,NA,NA,22482,18.67,2020,248,922.09,0,-0.43,1,0
MAL062,MAL,2020,6,14.24,19.6,18,NA,5.4,-0.33,7.35,3.43,6.6,-1.46,11.03,1.76,6.19,-3.62,10.3,1.38,NA,NA,NA,NA,27040,19.03,2020,248,922.09,0,-0.43,1,0
MAL062,MAL,2020,7,13.42,16.805,16.515,NA,8.91,1.49,10.68,7.12,9.29,-0.02,13.92,5.3,8.79,-0.19,13.14,5.01,NA,NA,NA,NA,24918,13.32,2020,248,922.09,0,-0.43,1,0
MAL062,MAL,2020,8,13.61,16.73,16.19,NA,8.86,2.11,10.61,7.13,8.53,-3.65,13.41,4.14,7.97,-3.12,12.74,3.77,NA,NA,NA,NA,17604,13.76,2020,248,922.09,0,-0.43,1,0
MAL062,MAL,2020,9,7.42,8.91349999999998,8.25299999999998,NA,3.09,-0.26,4.08,2.22,2.65,-7.02,6.21,0.05,2.58,-10,6.09,-0.18,NA,NA,NA,NA,9208,16.48,2020,248,922.09,0,-0.43,1,0
MAL062,MAL,2020,10,3.99,4.91,5,NA,0.84,-1.14,1.09,0.61,-0.18,-4.15,0.96,-1.22,-2.23,-15.12,-0.15,-4.29,NA,NA,NA,NA,2550,16.01,2020,248,922.09,0,-0.43,1,0
MAL063,MAL,2019,11,0,-0.42,-1.5,-2.7,-0.13,-0.18,-0.12,-0.14,-0.65,-1.23,-0.59,-0.71,-3.4,-7.94,-2.92,-3.9,-9,-17,-6.94,-11.61,174,58.54,2020,248,810.28,0,-2.19,1,0
MAL063,MAL,2019,12,-0.18,-0.23,-1.38,-2,-0.23,-0.25,-0.22,-0.24,-0.46,-0.67,-0.43,-0.5,-2.08,-3.94,-1.86,-2.31,-8.15,-18.7,-5.7,-10.79,0,58.54,2020,248,810.28,0,-2.19,1,0
MAL063,MAL,2020,1,-0.25,-0.36,-1.19,-2.655,-0.25,-0.25,-0.25,-0.25,-0.42,-0.48,-0.41,-0.43,-1.49,-1.88,-1.43,-1.55,-9.55,-21.8,-7.05,-12.32,0,58.75,2020,248,810.28,0,-2.19,1,0
MAL063,MAL,2020,2,-0.25,-0.42,-1.12,-3.57,-0.25,-0.31,-0.25,-0.26,-0.42,-0.48,-0.42,-0.42,-1.42,-1.88,-1.39,-1.46,-10.1,-20.4,-6.84,-13.35,940,58.75,2020,248,810.28,0,-2.19,1,0
MAL063,MAL,2020,3,-0.25,-0.36,-0.88,-2,-0.3,-0.31,-0.27,-0.31,-0.42,-0.48,-0.41,-0.42,-1.3,-1.75,-1.27,-1.33,-8.29,-19.3,-5.17,-11.35,5352,58.75,2020,248,810.28,0,-2.19,1,0
MAL063,MAL,2020,4,-0.25,-0.3,-0.5,1.51,-0.3,-0.31,-0.29,-0.31,-0.36,-0.42,-0.35,-0.36,-0.87,-1.19,-0.84,-0.88,-4.47,-14.1,-0.67,-7.88,13323,58.75,2020,248,810.28,0,-2.19,1,0
MAL063,MAL,2020,5,-0.25,-0.17,-0.25,10.1,-0.25,-0.31,-0.25,-0.26,-0.27,-0.3,-0.26,-0.27,-0.51,-0.75,-0.49,-0.53,0.72,-11.5,6.23,-4.54,21703,58.72,2020,248,810.28,0,-2.19,1,0
MAL063,MAL,2020,6,10.63,15.95,19.38,18.9,3.13,-0.25,3.79,2.59,4.77,-0.36,7.69,2.15,6.1,-2.06,10.31,1.1,8.75,0.1,14.24,2.97,26448,59.07,2020,248,810.28,0,-2.19,1,0
MAL063,MAL,2020,7,11.94,15.58,17.75,17.145,9.18,4.75,10.03,8.49,9.92,2.08,13.56,6.96,9.59,-1.5,15.79,4.08,9.38,0.5,13.13,5.69,24268,53.37,2020,248,810.28,0,-2.19,1,0
MAL063,MAL,2020,8,12,15.58,17.208,NA,8.92,3.13,10.11,7.89,8.5,-2.67,13.71,4.24,8.27,-4.75,14.8,2.15,NA,NA,NA,NA,16916,53.81,2020,248,810.28,0,-2.19,1,0
MAL063,MAL,2020,9,7.5,9.08,9.69,NA,3.66,0.38,4.39,3.04,3.08,-3.67,6.57,0.67,3.14,-9.25,7.93,-0.41,NA,NA,NA,NA,8618,56.52,2020,248,810.28,0,-2.19,1,0
MAL063,MAL,2020,10,4.5,5.58,5.75,NA,1.47,-0.12,1.68,1.3,0.7,-3.36,1.62,-0.18,-1.33,-11.75,0.65,-3.2,NA,NA,NA,NA,2338,56.05,2020,248,810.28,0,-2.19,1,0
MAL064,MAL,2019,11,-3.28,-3.69,-3.68,NA,-4.48,-7.15,-4.26,-4.69,-6.85,-14.31,-5.95,-7.87,-9.47,-19.68,-7.59,-12.02,NA,NA,NA,NA,173,23.38,2020,241,825.07,0,0.18,1,0
MAL064,MAL,2019,12,-4.15,-4.12,-3.74,NA,-5.14,-8.09,-4.88,-5.4,-6.28,-13.5,-5.36,-7.36,-7.63,-18.24,-5.73,-9.92,NA,NA,NA,NA,0,23.38,2020,241,825.07,0,0.18,1,0
MAL064,MAL,2020,1,-4.03,-4.19,-4.24,NA,-4.71,-6.03,-4.57,-4.83,-5.75,-8.62,-5.31,-6.25,-7.67,-15.31,-6.5,-9.25,NA,NA,NA,NA,0,23.58,2020,241,825.07,0,0.18,1,0
MAL064,MAL,2020,2,-4.78900000000001,-5.12,-5.24,NA,-5.57,-7.03,-5.4,-5.75,-6.7,-10.31,-6.13,-7.29,-8.56,-13.68,-7.2,-9.97,NA,NA,NA,NA,791,23.58,2020,241,825.07,0,0.18,1,0
MAL064,MAL,2020,3,-4.4,-4.25,-3.81,NA,-5.66,-6.84,-5.46,-5.84,-6.67,-11,-6.06,-7.37,-8.09,-14.43,-6.7,-9.78,NA,NA,NA,NA,4134,23.58,2020,241,825.07,0,0.18,1,0
MAL064,MAL,2020,4,-2.39700000000002,-1.5,0.26,NA,-4.5,-6.4,-4.27,-4.7,-4.83,-8.88,-3.7,-6.05,-5.3,-13.06,-2.57,-7.97,NA,NA,NA,NA,11396,23.58,2020,241,825.07,0,0.18,1,0
MAL064,MAL,2020,5,0.72,6,6.63,NA,-1.99,-3.34,-1.76,-2.18,-1.11,-4.38,0.08,-2.17,-0.65,-6.81,1.34,-2.73,NA,NA,NA,NA,19979,23.55,2020,241,825.07,0,0.18,1,0
MAL064,MAL,2020,6,15.853,21.62,20.133,NA,9.87,1.85,11.7,7.8,10.74,-0.06,16.72,3.73,9.74,0.07,14.57,3.89,NA,NA,NA,NA,24955,23.9,2020,241,825.07,0,0.18,1,0
MAL064,MAL,2020,7,13.85,17.81,17.57,NA,9.56,2.6,10.94,8.02,9.85,0.12,14.71,5.52,9.59,-0.06,14.01,5.74,NA,NA,NA,NA,22641,18.2,2020,241,825.07,0,0.18,1,0
MAL064,MAL,2020,8,13.1,17.12,16.69,NA,8.6,2.47,9.79,7.37,8.6,-2.69,13.66,4,8.49,-2.06,13.03,4.4,NA,NA,NA,NA,14944,18.64,2020,241,825.07,0,0.18,1,0
MAL064,MAL,2020,9,7.22,9,8.94,NA,3.06,-0.22,3.63,2.51,3.09,-5.75,6.26,0.67,3.27,-6.43,6.62,0.75,NA,NA,NA,NA,6947,21.36,2020,241,825.07,0,0.18,1,0
MAL064,MAL,2020,10,4.35,5.62,5.69,NA,0.71,-2.22,0.98,0.43,-0.67,-9.5,0.55,-1.84,-1.53,-9.93,-0.12,-2.84,NA,NA,NA,NA,1714,20.89,2020,241,825.07,0,0.18,1,0
MAL065,MAL,2019,11,-0.22,-0.06,-0.78,NA,-0.55,-0.91,-0.52,-0.58,-0.62,-1.25,-0.55,-0.68,-1.82,-3.97,-1.58,-2.12,NA,NA,NA,NA,165,33.12,2020,241,707.68,0,1.85,2,0
MAL065,MAL,2019,12,-0.22,-0.06,-0.28,NA,-0.33,-0.66,-0.31,-0.35,-0.23,-0.62,-0.2,-0.26,-0.87,-2.4,-0.69,-1.07,NA,NA,NA,NA,0,33.12,2020,241,707.68,0,1.85,2,0
MAL065,MAL,2020,1,-0.22,-0.12,-0.53,NA,-0.68,-1.29,-0.64,-0.73,-0.65,-1.38,-0.58,-0.71,-1.15,-2.15,-1.03,-1.3,NA,NA,NA,NA,0,33.32,2020,241,707.68,0,1.85,2,0
MAL065,MAL,2020,2,-1.29,-1.25,-1.65,NA,-1.78,-2.6,-1.72,-1.85,-1.83,-2.69,-1.76,-1.9,-2.43,-3.65,-2.31,-2.58,NA,NA,NA,NA,785,33.32,2020,241,707.68,0,1.85,2,0
MAL065,MAL,2020,3,-2.1,-2.06,-2.34,NA,-2.54,-2.97,-2.47,-2.61,-2.56,-3.12,-2.47,-2.64,-3.08,-4.03,-2.95,-3.25,NA,NA,NA,NA,3762,33.32,2020,241,707.68,0,1.85,2,0
MAL065,MAL,2020,4,-0.85,-0.5,-0.28,NA,-2.21,-3.35,-2.13,-2.28,-2.13,-3.44,-2.01,-2.22,-2.5,-4.53,-2.33,-2.66,NA,NA,NA,NA,10118,33.32,2020,241,707.68,0,1.85,2,0
MAL065,MAL,2020,5,-0.22,0.25,3.97,NA,-1.03,-1.72,-0.98,-1.06,-0.8,-1.62,-0.68,-0.9,-0.59,-2.03,-0.09,-1.04,NA,NA,NA,NA,17943,33.29,2020,241,707.68,0,1.85,2,0
MAL065,MAL,2020,6,9.96,16.75,20.35,NA,5.28,-0.22,6.88,3.73,8.03,0.12,15.01,3.54,9.59,-0.65,17.95,3.01,NA,NA,NA,NA,22634,33.64,2020,241,707.68,0,1.85,2,0
MAL065,MAL,2020,7,11.71,15.12,17.85,NA,8.39,3.53,9.39,7.32,9.71,2.5,13.6,6.8,10.12,0.35,15.38,5.65,NA,NA,NA,NA,20466,27.94,2020,241,707.68,0,1.85,2,0
MAL065,MAL,2020,8,11.65,14.38,16.47,NA,8.9,4.46,9.9,7.9,9.33,1.12,13.26,6.43,9.16,-1.78,14.95,4.54,NA,NA,NA,NA,13431,28.38,2020,241,707.68,0,1.85,2,0
MAL065,MAL,2020,9,7.53,8.75,9.6,NA,4.23,0.65,4.72,3.76,4.01,-0.94,5.72,2.56,3.7,-4.84,7.02,1.2,NA,NA,NA,NA,6253,31.1,2020,241,707.68,0,1.85,2,0
MAL065,MAL,2020,10,4.78,5.69,6.22,NA,1.79,-0.04,1.97,1.64,1.49,-1.25,1.95,1.05,0.02,-8.97,1.31,-1.25,NA,NA,NA,NA,1695,30.63,2020,241,707.68,0,1.85,2,0
MAL066,MAL,2019,11,-0.62,-1.15,-1.91,NA,-1,-1.62,-0.94,-1.07,-2.39,-4.77,-2.09,-2.73,-5.35,-11.16,-4.39,-6.44,NA,NA,NA,NA,166,27.35,2020,240,632.01,0,0.2,1,0
MAL066,MAL,2019,12,-0.75,-1.52,-2.16,NA,-1.32,-2.12,-1.22,-1.43,-2.76,-5.9,-2.35,-3.24,-5.66,-13.91,-4.36,-7.15,NA,NA,NA,NA,0,27.35,2020,240,632.01,0,0.2,1,0
MAL066,MAL,2020,1,-1,-1.65,-2.72,NA,-1.29,-1.88,-1.23,-1.35,-2.42,-3.77,-2.18,-2.65,-4.58,-7.66,-3.95,-5.29,NA,NA,NA,NA,0,27.56,2020,240,632.01,0,0.2,1,0
MAL066,MAL,2020,2,-0.94,-1.4,-2.29,NA,-1.17,-1.5,-1.13,-1.2,-1.96,-2.9,-1.85,-2.06,-3.5,-5.66,-3.25,-3.75,NA,NA,NA,NA,781,27.56,2020,240,632.01,0,0.2,1,0
MAL066,MAL,2020,3,-0.81,-1.02,-1.66,NA,-1.04,-1.25,-1.02,-1.06,-1.61,-2.15,-1.57,-1.66,-2.81,-3.85,-2.71,-2.91,NA,NA,NA,NA,4003,27.56,2020,240,632.01,0,0.2,1,0
MAL066,MAL,2020,4,-0.62,-0.52,-0.66,NA,-0.8,-1,-0.79,-0.81,-1.09,-1.65,-1.05,-1.12,-1.81,-2.98,-1.75,-1.89,NA,NA,NA,NA,10529,27.56,2020,240,632.01,0,0.2,1,0
MAL066,MAL,2020,5,-0.31,-0.15,-0.16,NA,-0.47,-0.62,-0.46,-0.49,-0.42,-0.77,-0.4,-0.45,-0.64,-1.41,-0.58,-0.7,NA,NA,NA,NA,18353,27.53,2020,240,632.01,0,0.2,1,0
MAL066,MAL,2020,6,12.44,21.48,21.77,NA,6.27,-0.38,7.64,4.9,9.11,-0.71,15.86,3.02,9.42,-0.66,16.52,2.57,NA,NA,NA,NA,22960,27.88,2020,240,632.01,0,0.2,1,0
MAL066,MAL,2020,7,13.25,18.48,19.46,NA,10.41,5.88,11.38,9.43,11.16,1.98,16.68,6.88,10.93,-0.22,17.23,5.73,NA,NA,NA,NA,20873,22.18,2020,240,632.01,0,0.2,1,0
MAL066,MAL,2020,8,13,17.6,18.34,NA,10.18,5.44,11.08,9.27,10.12,-0.71,16.3,5.73,9.73,-3.04,17.36,4.2,NA,NA,NA,NA,13875,22.62,2020,240,632.01,0,0.2,1,0
MAL066,MAL,2020,9,8.62,10.23,10.903,NA,5.1,0.88,5.63,4.61,4.44,-2.65,7.73,2.17,4.54,-4.72,9.51,1.35,NA,NA,NA,NA,6639,25.33,2020,240,632.01,0,0.2,1,0
MAL066,MAL,2020,10,5.38,6.6,6.96,NA,2.13,-0.25,2.32,1.97,1.25,-2.77,2.04,0.47,-0.52,-10.16,1.57,-2.44,NA,NA,NA,NA,1747,24.87,2020,240,632.01,0,0.2,1,0
MAL067,MAL,2019,11,-0.73,-1.38,-2.33,-2,-1.27,-2.79,-1.16,-1.38,-2.93,-6.81,-2.59,-3.27,-5.82,-14.08,-4.94,-6.71,-9.54,-22.8,-6.87,-12.69,165,21,2020,241,549.5,76,5.85,0,0
MAL067,MAL,2019,12,-0.6,-1.25,-2.14,-0.505000000000013,-1.03,-1.73,-0.96,-1.12,-2.02,-3.88,-1.83,-2.2,-3.54,-7.14,-3.13,-3.97,-7.58,-23.5,-4.67,-10.95,0,21,2020,241,549.5,76,5.85,0,0
MAL067,MAL,2020,1,-0.6,-1,-1.83,-1,-0.7,-0.85,-0.68,-0.72,-1.25,-1.5,-1.21,-1.3,-2.2,-2.7,-2.1,-2.3,-8.32,-24.9,-5.75,-11.52,0,21.21,2020,241,549.5,76,5.85,0,0
MAL067,MAL,2020,2,-0.6,-1,-1.7,-1.3,-0.69,-0.85,-0.68,-0.71,-1.14,-1.5,-1.13,-1.16,-2,-2.58,-1.95,-2.04,-8.47,-17.5,-5.06,-12.28,773,21.21,2020,241,549.5,76,5.85,0,0
MAL067,MAL,2020,3,-0.6,-0.75,-1.2,1.445,-0.7,-0.79,-0.68,-0.71,-1.07,-1.25,-1.05,-1.09,-1.81,-2.2,-1.78,-1.84,-6.39,-19.1,-1.88,-10.3,3894,21.21,2020,241,549.5,76,5.85,0,0
MAL067,MAL,2020,4,-0.42,-0.44,-0.7,5.6,-0.49,-0.54,-0.48,-0.5,-0.64,-0.75,-0.62,-0.65,-1.03,-1.33,-1.02,-1.05,-2.88,-18.1,4.04,-8.45,10507,21.21,2020,241,549.5,76,5.85,0,0
MAL067,MAL,2020,5,-0.23,-0.12,-0.14,13.7,-0.33,-0.42,-0.32,-0.35,-0.31,-0.5,-0.3,-0.33,-0.47,-0.77,-0.45,-0.5,3.6,-10.5,11,-3.14,18406,21.17,2020,241,549.5,76,5.85,0,0
MAL067,MAL,2020,6,6.77,17.69,23.05,21.91,2.57,-0.23,3.18,1.93,6.91,-0.25,10.64,2.6,9.05,-0.2,14.01,3.13,11.02,1.5,16.73,5.12,23034,21.53,2020,241,549.5,76,5.85,0,0
MAL067,MAL,2020,7,10.58,16.5,20.05,19.4,7.9,3.52,8.73,7.11,10.45,2.12,14.1,6.6,11.43,0.42,17.46,5.85,11.15,2,15.1,7.11,20895,15.82,2020,241,549.5,76,5.85,0,0
MAL067,MAL,2020,8,10.4,14.88,18.42,18.595,8.3,4.52,9.12,7.59,9.13,-0.75,12.68,5.29,9.99,-3.52,16.26,4.17,10.47,-1.48,14.82,6.05,13861,16.27,2020,241,549.5,76,5.85,0,0
MAL067,MAL,2020,9,7.77,9.62,11.11,11.47515,4.8,0.9,5.3,4.39,4.3,-1.88,6.67,2.21,4.63,-5.58,8.69,1.13,5.65,-3.07,8.85,2.9,6513,18.98,2020,241,549.5,76,5.85,0,0
MAL067,MAL,2020,10,5.33,6.81,7.55,7.912,2.65,0.52,2.81,2.51,1.57,-2.88,2.32,0.79,0.03,-11.77,1.84,-1.91,0.14,-11.52,1.88,-1.7,1680,18.51,2020,241,549.5,76,5.85,0,0
MAL068,MAL,2019,11,-0.67,-1.35,-1.94,NA,-1.16,-3.11,-1.02,-1.31,-4.53,-15.47,-3.52,-5.53,-7.74,-23.5,-5.99,-9.57,NA,NA,NA,NA,168,26.31,2020,226,500.12,85,0.29,23,0
MAL068,MAL,2019,12,-0.17,-0.97,-1.56,NA,-0.84,-1.42,-0.77,-0.9,-1.91,-4.22,-1.59,-2.28,-3.68,-9.88,-2.93,-4.57,NA,NA,NA,NA,0,26.31,2020,226,500.12,85,0.29,23,0
MAL068,MAL,2020,1,-0.42,-0.72,-1.62,NA,-0.82,-1.11,-0.78,-0.85,-1.38,-1.97,-1.28,-1.48,-2.47,-3.81,-2.24,-2.72,NA,NA,NA,NA,0,26.52,2020,226,500.12,85,0.29,23,0
MAL068,MAL,2020,2,-0.79,-1.22,-1.81,NA,-0.97,-1.04,-0.95,-0.99,-1.48,-1.72,-1.43,-1.53,-2.42,-3,-2.32,-2.55,NA,NA,NA,NA,824,26.52,2020,226,500.12,85,0.29,23,0
MAL068,MAL,2020,3,-0.67,-0.85,-1,NA,-0.97,-1.23,-0.95,-0.98,-1.37,-1.97,-1.33,-1.42,-2.08,-3.25,-1.98,-2.21,NA,NA,NA,NA,4425,26.52,2020,226,500.12,85,0.29,23,0
MAL068,MAL,2020,4,-0.17,-0.16,0.12,NA,-0.58,-0.98,-0.56,-0.61,-0.75,-1.47,-0.69,-0.81,-1.06,-2.44,-0.85,-1.23,NA,NA,NA,NA,11450,26.52,2020,226,500.12,85,0.29,23,0
MAL068,MAL,2020,5,0.21,7.34,7.12,NA,-0.12,-0.23,-0.06,-0.17,0.78,-0.47,2.4,-0.12,1.18,-1.12,3.22,-0.07,NA,NA,NA,NA,19780,26.48,2020,226,500.12,85,0.29,23,0
MAL068,MAL,2020,6,10.89,25.53,23.38,NA,6.66,0.33,8.24,5.5,11.45,-1.66,22.35,2.83,10.84,-1,18.73,2.64,NA,NA,NA,NA,24480,26.84,2020,226,500.12,85,0.29,23,0
MAL068,MAL,2020,7,12.46,20.9,20.395,NA,9.47,5.58,10.57,8.6,11.12,0.65,19.23,5.81,11,0,18.06,5.39,NA,NA,NA,NA,22250,21.13,2020,226,500.12,85,0.29,23,0
MAL068,MAL,2020,8,12.46,20.1675,19.62,NA,9.49,4.46,10.86,8.65,9.95,-3.47,17.67,4.21,9.75,-5.75,16.98,3.29,NA,NA,NA,NA,14767,21.57,2020,226,500.12,85,0.29,23,0
MAL068,MAL,2020,9,8.71,10.9,11.25,NA,5.18,1.21,5.85,4.61,4.75,-4.66,8.96,1.58,4.9,-7.12,9.85,0.93,NA,NA,NA,NA,7027,24.29,2020,226,500.12,85,0.29,23,0
MAL068,MAL,2020,10,5.89,7.4,7.75,NA,2.44,-0.04,2.66,2.24,1.09,-8.1,2.5,-0.39,-0.01,-14.25,2.17,-2.33,NA,NA,NA,NA,1855,23.82,2020,226,500.12,85,0.29,23,0
MAL070,MAL,2019,11,-1.02,-1.73,-2.37650000000002,-2.49,-1.73,-3.96,-1.51,-1.94,-4.97,-13.11,-3.95,-6.04,-9.9,-26.31,-7.2,-12.85,-14.04,-33.4,-9.18,-19.68,163,23.47,2020,235,491.6,82,-6.8,28,2
MAL070,MAL,2019,12,-0.77,-1.36,-1.88,-1.71,-1.19,-1.89,-1.1,-1.27,-2.42,-4.98,-2.1,-2.74,-4.15,-10.06,-3.42,-4.96,-10.55,-32.9,-5.8,-17.04,0,23.47,2020,235,491.6,82,-6.8,28,2
MAL070,MAL,2020,1,-0.71,-1.11,-1.62,-1.055,-0.86,-1.21,-0.83,-0.88,-1.53,-2.17,-1.45,-1.6,-2.42,-3.5,-2.27,-2.57,-10.42,-38.3,-6.06,-15.77,0,23.68,2020,235,491.6,82,-6.8,28,2
MAL070,MAL,2020,2,-0.89,-1.36,-2,-2.035,-1.07,-1.21,-1.05,-1.09,-1.73,-2.04,-1.69,-1.77,-2.57,-3.12,-2.51,-2.66,-11.44,-29.2,-5.92,-18.62,830,23.68,2020,235,491.6,82,-6.8,28,2
MAL070,MAL,2020,3,-0.77,-0.98,-1.25,1.79,-1.12,-1.46,-1.1,-1.14,-1.62,-2.36,-1.58,-1.66,-2.26,-3.5,-2.2,-2.34,-7.77,-33.1,-2.51,-14.66,4247,23.68,2020,235,491.6,82,-6.8,28,2
MAL070,MAL,2020,4,-0.33,-0.36,-0.38,4.405,-0.68,-1.02,-0.65,-0.7,-0.92,-1.48,-0.88,-0.95,-1.28,-2.12,-1.21,-1.33,-3.95,-28.1,2.13,-11.65,11236,23.68,2020,235,491.6,82,-6.8,28,2
MAL070,MAL,2020,5,-0.21,-0.23,0,12.845,-0.29,-0.39,-0.27,-0.3,-0.26,-0.48,-0.24,-0.26,-0.26,-0.88,-0.19,-0.31,2.81,-15,9.76,-4.47,19206,23.64,2020,235,491.6,82,-6.8,28,2
MAL070,MAL,2020,6,7.79349999999998,21.33,20.943,21.705,3.87,-0.27,4.65,2.9,9.41,-1.61,18.17,1.94,9.64,-2.12,16.6,1.83,10.46,-1.9,16.47,3.27,23762,23.99,2020,235,491.6,82,-6.8,28,2
MAL070,MAL,2020,7,11.36,18.08,18.5,18.935,8.16,3.86,8.87,7.32,10.45,0.39,16.5,5.08,10.5,-0.38,15.82,4.59,10.81,0.7,15.2,5.54,21644,18.29,2020,235,491.6,82,-6.8,28,2
MAL070,MAL,2020,8,NA,NA,NA,17.63315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.63,-6.8,14.73,3.31,14501,18.73,2020,235,491.6,82,-6.8,28,2
MAL070,MAL,2020,9,NA,NA,NA,11.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,-8.95,8.8,0.87,6911,21.45,2020,235,491.6,82,-6.8,28,2
MAL070,MAL,2020,10,NA,NA,NA,8.40335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,-18.9,2.03,-3.49,1814,20.98,2020,235,491.6,82,-6.8,28,2
MAL071,MAL,2019,11,-4.37,-4.5,-4.55,NA,-5.93,-9.24,-5.62,-6.23,-7.68,-14.75,-6.76,-8.71,-10.33,-21.17,-8.1,-13.52,NA,NA,NA,NA,173,34.29,2020,254,911.14,0,-0.74,0,0
MAL071,MAL,2019,12,-4.18,-4.19,-3.67,NA,-5.25,-7.87,-4.97,-5.52,-6.35,-13.38,-5.47,-7.34,-8.45,-24.61,-6.23,-11.21,NA,NA,NA,NA,0,34.29,2020,254,911.14,0,-0.74,0,0
MAL071,MAL,2020,1,-3.49,-3.81,-4.74,NA,-3.79,-4.37,-3.74,-3.82,-4.22,-5.38,-4.12,-4.32,-5.5,-8.11,-5.27,-5.75,NA,NA,NA,NA,0,34.5,2020,254,911.14,0,-0.74,0,0
MAL071,MAL,2020,2,-3.37,-3.62,-4.49,NA,-3.55,-3.74,-3.53,-3.56,-3.97,-4.31,-3.94,-3.99,-5.09,-5.8,-5.03,-5.16,NA,NA,NA,NA,921,34.5,2020,254,911.14,0,-0.74,0,0
MAL071,MAL,2020,3,-3.3,-3.5,-4.05,NA,-3.62,-3.93,-3.6,-3.64,-3.98,-4.56,-3.94,-4.01,-4.96,-6.05,-4.9,-5.01,NA,NA,NA,NA,5369,34.5,2020,254,911.14,0,-0.74,0,0
MAL071,MAL,2020,4,-2.74,-2.81,-3.3,NA,-3.01,-3.24,-2.99,-3.02,-3.11,-3.38,-3.09,-3.12,-3.66,-3.92,-3.65,-3.67,NA,NA,NA,NA,13240,34.5,2020,254,911.14,0,-0.74,0,0
MAL071,MAL,2020,5,-1.55,-1.31,-1.24,NA,-2.39,-2.74,-2.34,-2.42,-2.38,-2.75,-2.33,-2.42,-2.7,-3.24,-2.65,-2.76,NA,NA,NA,NA,21690,34.46,2020,254,911.14,0,-0.74,0,0
MAL071,MAL,2020,6,5.76299999999998,9.38599999999997,10.58,NA,0.53,-0.37,1.13,0.04,1.1,-0.5,2.22,0.17,1.19,-0.67,2.41,0.07,NA,NA,NA,NA,26335,34.82,2020,254,911.14,0,-0.74,0,0
MAL071,MAL,2020,7,13.26,16,16.215,NA,8.56,0.51,10.79,6.54,8.89,-0.56,13.58,5.22,8.64,-0.24,13.23,5.03,NA,NA,NA,NA,24157,29.11,2020,254,911.14,0,-0.74,0,0
